Duration,Country,Device Type,Title,Duracion total,Start Time,clean_title,Season,Episode,Supplemental Video Type,genres,Original language,popularity,popularity_category
1:09:30,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Stranger Things: Stranger Things 4: Capítulo seis: En lo profundo (episodio 6),1:09:30,6/26/2022 2:48,Stranger Things: Stranger Things 4,1,6,SERIE,"['Sci-Fi & Fantasy', 'Mystery', 'Action & Adventure']",en,167.8164,Muy popular
0:03:25,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"The Circle: EE. UU.: Temporada 4: Adiós, mis amigos (episodio 5)",0:35:54,6/21/2022 15:44,The Circle: EE. UU.,4,5,SERIE,['Reality'],en,11.8395,Moderadamente popular
1:10:55,AR (Argentina),Sony UNICORN4K Smart TV,Stranger Things: Stranger Things 4: Capítulo cinco: Proyecto Nina (episodio 5),1:11:05,6/17/2022 17:05,Stranger Things: Stranger Things 4,1,5,SERIE,"['Sci-Fi & Fantasy', 'Mystery', 'Action & Adventure']",en,167.8164,Muy popular
0:00:10,AR (Argentina),Sony UNICORN4K Smart TV,Stranger Things: Stranger Things 4: Capítulo cinco: Proyecto Nina (episodio 5),1:11:05,6/17/2022 17:04,Stranger Things: Stranger Things 4,1,5,SERIE,"['Sci-Fi & Fantasy', 'Mystery', 'Action & Adventure']",en,167.8164,Muy popular
0:22:07,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"The Circle: EE. UU.: Temporada 4: Adiós, mis amigos (episodio 5)",0:35:54,6/14/2022 20:52,The Circle: EE. UU.,4,5,SERIE,['Reality'],en,11.8395,Moderadamente popular
1:13:34,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Stranger Things: Stranger Things 4: Capítulo cuatro: Querido Billy (episodio 4),1:13:34,6/12/2022 16:40,Stranger Things: Stranger Things 4,1,4,SERIE,"['Sci-Fi & Fantasy', 'Mystery', 'Action & Adventure']",en,167.8164,Muy popular
0:58:56,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Stranger Things: Stranger Things 4: Capítulo tres: ¿Monstruo o superheroína? (episodio 3),0:58:56,6/12/2022 15:15,Stranger Things: Stranger Things 4,1,3,SERIE,"['Sci-Fi & Fantasy', 'Mystery', 'Action & Adventure']",en,167.8164,Muy popular
1:11:44,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Stranger Things: Stranger Things 4: Capítulo dos: La maldición de Vecna (episodio 2),1:11:44,6/11/2022 20:34,Stranger Things: Stranger Things 4,1,2,SERIE,"['Sci-Fi & Fantasy', 'Mystery', 'Action & Adventure']",en,167.8164,Muy popular
1:12:18,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Stranger Things: Stranger Things 4: Capítulo uno: El club (episodio 1),1:12:18,6/11/2022 16:44,Stranger Things: Stranger Things 4,1,1,SERIE,"['Sci-Fi & Fantasy', 'Mystery', 'Action & Adventure']",en,167.8164,Muy popular
0:21:44,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Muñeca rusa: Temporada 2: Coney Island (episodio 2),0:21:44,6/5/2022 17:30,Muñeca rusa: Coney Island,2,2,SERIE,['Drama'],es,0.6204,Poco visto
0:21:29,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Crece si lo deseas (episodio 13),0:21:29,6/4/2022 21:15,Workin' Moms: Crece si lo deseas,6,13,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:21:14,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Nuestros miedos (episodio 12),0:21:14,6/4/2022 18:51,Workin' Moms: Nuestros miedos,6,12,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:21:48,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: El día libre (episodio 11),0:21:48,6/4/2022 16:09,Workin' Moms: El día libre,6,11,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:15:01,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Despedida de soltera espeluznante (episodio 10),0:21:22,6/4/2022 15:54,Workin' Moms: Despedida de soltera espeluznante,6,10,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:06:20,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Despedida de soltera espeluznante (episodio 10),0:21:22,6/3/2022 1:36,Workin' Moms: Despedida de soltera espeluznante,6,10,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:00:01,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Despedida de soltera espeluznante (episodio 10),0:21:22,6/2/2022 19:54,Workin' Moms: Despedida de soltera espeluznante,6,10,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:20:55,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Enterrada (episodio 9),0:20:55,6/2/2022 19:33,Workin' Moms: Enterrada,6,9,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:21:12,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Molestar al oso (episodio 8),0:21:12,6/2/2022 1:46,Workin' Moms: Molestar al oso,6,8,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:21:11,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: De pesca (episodio 7),0:21:11,6/1/2022 16:18,Workin' Moms: De pesca,6,7,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:10:05,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"Workin' Moms: Temporada 6: ¡Vaya, vaya! (episodio 6)",0:21:13,6/1/2022 1:42,"Workin' Moms: ¡Vaya, vaya!",6,6,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:11:08,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"Workin' Moms: Temporada 6: ¡Vaya, vaya! (episodio 6)",0:21:13,5/31/2022 1:37,"Workin' Moms: ¡Vaya, vaya!",6,6,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:21:10,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Adicto al jazz (episodio 5),0:21:10,5/29/2022 20:04,Workin' Moms: Adicto al jazz,6,5,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:20:29,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: El importante (episodio 4),0:20:29,5/29/2022 19:43,Workin' Moms: El importante,6,4,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:00:47,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"Workin' Moms: Temporada 6: ¡Adiós, Goldie! (episodio 3)",0:21:17,5/29/2022 19:43,"Workin' Moms: ¡Adiós, Goldie!",6,3,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:20:30,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"Workin' Moms: Temporada 6: ¡Adiós, Goldie! (episodio 3)",0:21:17,5/29/2022 16:01,"Workin' Moms: ¡Adiós, Goldie!",6,3,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:21:51,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"El dinero, en pocas palabras: Miniserie: Jubilación (episodio 5)",0:21:51,5/27/2022 16:23,"El dinero, en pocas palabras",1,5,SERIE,['Documentary'],en,4.8684,Poco visto
0:00:03,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 1: La brecha salarial racial (episodio 1),0:00:05,5/27/2022 15:59,En pocas palabras: La brecha salarial racial,1,1,SERIE,,,,
0:17:25,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 1: Monogamia (episodio 3),0:17:25,5/27/2022 15:41,En pocas palabras: Monogamia,1,3,SERIE,,en,22.2794,Moderadamente popular
0:00:02,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 3: Cuentos de hadas (episodio 14),0:00:02,5/27/2022 15:40,En pocas palabras: Cuentos de hadas,3,14,SERIE,,,,
1:46:26,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El año de mi graduación,1:46:49,5/25/2022 0:51,El año de mi graduación,,,FILM,['Comedy'],en,2.5339,Poco visto
0:00:01,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Alias Grace: Miniserie: Parte 1 (episodio 1),0:00:01,5/24/2022 15:51,Alias Grace,1,1,SERIE,"['Crime', 'Drama']",en,8.6634,Poco visto
0:23:17,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 3: Azúcar (episodio 1),0:23:17,5/22/2022 16:31,En pocas palabras: Azúcar,3,1,SERIE,,en,22.2794,Moderadamente popular
0:23:53,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 3: Realeza (episodio 2),0:23:53,5/22/2022 16:07,En pocas palabras: Realeza,3,2,SERIE,,en,22.2794,Moderadamente popular
0:00:02,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"El poder del voto, en pocas palabras: Miniserie: El derecho a votar (episodio 1)",0:00:10,5/22/2022 16:06,"El poder del voto, en pocas palabras",1,1,SERIE,['Documentary'],en,2.8924,Poco visto
0:00:08,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"El poder del voto, en pocas palabras: Miniserie: El derecho a votar (episodio 1)",0:00:10,5/22/2022 16:06,"El poder del voto, en pocas palabras",1,1,SERIE,['Documentary'],en,2.8924,Poco visto
0:00:01,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 3: Disculpas (episodio 8),0:02:05,5/22/2022 16:05,En pocas palabras: Disculpas,3,8,SERIE,,en,22.2794,Moderadamente popular
0:02:04,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 3: Disculpas (episodio 8),0:02:05,5/21/2022 20:32,En pocas palabras: Disculpas,3,8,SERIE,,en,22.2794,Moderadamente popular
0:22:32,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 3: Huracanes (episodio 9),0:22:32,5/21/2022 20:10,En pocas palabras: Huracanes,3,9,SERIE,,en,22.2794,Moderadamente popular
0:20:13,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 3: Cirugía plástica (episodio 10),0:20:13,5/21/2022 19:36,En pocas palabras: Cirugía plástica,3,10,SERIE,,en,22.2794,Moderadamente popular
0:18:02,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 1: Por qué las mujeres ganan menos (episodio 18),0:18:02,5/21/2022 19:16,En pocas palabras: Por qué las mujeres ganan menos,1,18,SERIE,,en,22.2794,Moderadamente popular
0:11:39,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Almuerzo caliente (episodio 2),0:20:32,5/21/2022 19:02,Workin' Moms: Almuerzo caliente,6,2,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:08:53,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Almuerzo caliente (episodio 2),0:20:32,5/18/2022 16:29,Workin' Moms: Almuerzo caliente,6,2,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:10:53,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Parte de mi familia (episodio 1),0:21:39,5/18/2022 16:12,Workin' Moms: Parte de mi familia,6,1,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:10:22,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Parte de mi familia (episodio 1),0:21:39,5/15/2022 23:22,Workin' Moms: Parte de mi familia,6,1,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:00:24,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Workin' Moms: Temporada 6: Parte de mi familia (episodio 1),0:21:39,5/15/2022 23:21,Workin' Moms: Parte de mi familia,6,1,SERIE,['Comedy'],en,16.8689,Moderadamente popular
0:00:23,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El año de mi graduación,1:46:49,5/15/2022 23:20,El año de mi graduación,,,FILM,['Comedy'],en,2.5339,Poco visto
0:08:20,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Las 7 vidas de Léa: Miniserie: 15 de junio (episodio 1),0:08:20,5/15/2022 20:42,Las 7 vidas de Léa,1,1,SERIE,"['Drama', 'Mystery']",fr,3.2946,Poco visto
0:10:22,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"The Circle: EE. UU.: Temporada 4: Adiós, mis amigos (episodio 5)",0:35:54,5/12/2022 16:09,The Circle: EE. UU.,4,5,SERIE,['Reality'],en,11.8395,Moderadamente popular
0:01:31,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,The Circle: EE. UU.: Temporada 4: Nadie está a salvo (episodio 4),0:54:26,5/7/2022 20:37,The Circle: EE. UU.,4,4,SERIE,['Reality'],en,11.8395,Moderadamente popular
0:17:41,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,The Circle: EE. UU.: Temporada 4: Nadie está a salvo (episodio 4),0:54:26,5/7/2022 20:18,The Circle: EE. UU.,4,4,SERIE,['Reality'],en,11.8395,Moderadamente popular
0:35:14,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,The Circle: EE. UU.: Temporada 4: Nadie está a salvo (episodio 4),0:54:26,5/7/2022 16:48,The Circle: EE. UU.,4,4,SERIE,['Reality'],en,11.8395,Moderadamente popular
0:18:39,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,The Circle: EE. UU.: Temporada 4: Fiesta de los noventa (episodio 3),0:49:48,5/7/2022 14:21,The Circle: EE. UU.,4,3,SERIE,['Reality'],en,11.8395,Moderadamente popular
0:19:07,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,The Circle: EE. UU.: Temporada 4: Fiesta de los noventa (episodio 3),0:49:48,5/6/2022 23:33,The Circle: EE. UU.,4,3,SERIE,['Reality'],en,11.8395,Moderadamente popular
0:10:09,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,The Circle: EE. UU.: Temporada 4: Fiesta de los noventa (episodio 3),0:49:48,5/4/2022 23:37,The Circle: EE. UU.,4,3,SERIE,['Reality'],en,11.8395,Moderadamente popular
0:01:53,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,The Circle: EE. UU.: Temporada 4: Fiesta de los noventa (episodio 3),0:49:48,5/4/2022 21:21,The Circle: EE. UU.,4,3,SERIE,['Reality'],en,11.8395,Moderadamente popular
0:53:04,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,The Circle: EE. UU.: Temporada 4: Cada cual con su pastel (episodio 2),0:53:04,5/4/2022 19:44,The Circle: EE. UU.,4,2,SERIE,['Reality'],en,11.8395,Moderadamente popular
0:55:44,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,The Circle: EE. UU.: Temporada 4: Un comienzo picante (episodio 1),0:55:44,5/4/2022 16:35,The Circle: EE. UU.,4,1,SERIE,['Reality'],en,11.8395,Moderadamente popular
0:00:04,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Cómo cortar a tu patán,0:00:04,5/1/2022 17:19,Cómo cortar a tu patán,,,FILM,"['Comedy', 'Romance']",es,1.5987,Poco visto
0:00:01,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Todos queremos a alguien,0:00:03,5/1/2022 17:19,Todos queremos a alguien,,,FILM,"['Romance', 'Comedy']",en,0.5067,Poco visto
0:03:18,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,4 mitades,0:03:27,5/1/2022 17:15,4 mitades,,,FILM,"['Thriller', 'Drama', 'Crime']",it,2.8955,Poco visto
0:00:09,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,4 mitades,0:03:27,5/1/2022 3:44,4 mitades,,,FILM,"['Action', 'Crime', 'Thriller']",it,2.8955,Poco visto
0:21:56,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Heartstopper: Temporada 1: El novio (episodio 8),0:27:42,4/30/2022 21:59,Heartstopper: El novio,1,8,SERIE,['Drama'],en,19.5425,Moderadamente popular
0:05:46,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Heartstopper: Temporada 1: El novio (episodio 8),0:27:42,4/30/2022 16:24,Heartstopper: El novio,1,8,SERIE,['Drama'],en,19.5425,Moderadamente popular
0:22:56,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Heartstopper: Temporada 1: El acoso (episodio 7),0:22:56,4/30/2022 15:59,Heartstopper: El acoso,1,7,SERIE,['Drama'],en,19.5425,Moderadamente popular
0:26:09,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Heartstopper: Temporada 1: Las chicas (episodio 6),0:26:09,4/27/2022 0:53,Heartstopper: Las chicas,1,6,SERIE,['Drama'],en,19.5425,Moderadamente popular
0:23:07,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Heartstopper: Temporada 1: El amigo (episodio 5),0:23:07,4/26/2022 20:23,Heartstopper: El amigo,1,5,SERIE,['Drama'],en,19.5425,Moderadamente popular
0:10:56,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Heartstopper: Temporada 1: El secreto (episodio 4),0:25:39,4/26/2022 20:12,Heartstopper: El secreto,1,4,SERIE,['Drama'],en,19.5425,Moderadamente popular
0:14:43,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Heartstopper: Temporada 1: El secreto (episodio 4),0:25:39,4/26/2022 15:50,Heartstopper: El secreto,1,4,SERIE,['Drama'],en,19.5425,Moderadamente popular
0:26:11,AR (Argentina),Apple iPad Pro 12.9 inch 1st Gen Wi-Fi,Heartstopper: Temporada 1: El beso (episodio 3),0:26:11,4/25/2022 17:30,Heartstopper: El beso,1,3,SERIE,['Drama'],en,19.5425,Moderadamente popular
0:28:16,AR (Argentina),Apple iPad Pro 12.9 inch 1st Gen Wi-Fi,Heartstopper: Temporada 1: La atracción (episodio 2),0:28:16,4/25/2022 17:01,Heartstopper: La atracción,1,2,SERIE,['Drama'],en,19.5425,Moderadamente popular
0:23:39,AR (Argentina),Apple iPad Pro 12.9 inch 1st Gen Wi-Fi,Heartstopper: Temporada 1: El encuentro (episodio 1),0:23:39,4/25/2022 1:50,Heartstopper: El encuentro,1,1,SERIE,['Drama'],en,19.5425,Moderadamente popular
0:15:56,AR (Argentina),Sony UNICORN4K Smart TV,Muñeca rusa: Temporada 2: En ningún tiempo (episodio 1),0:31:14,4/23/2022 22:30,Muñeca rusa: En ningún tiempo,2,1,SERIE,['Drama'],es,0.6204,Poco visto
0:15:18,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Muñeca rusa: Temporada 2: En ningún tiempo (episodio 1),0:31:14,4/21/2022 19:22,Muñeca rusa: En ningún tiempo,2,1,SERIE,['Drama'],es,0.6204,Poco visto
0:30:09,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Casi feliz: Temporada 2: Mamá (episodio 8),0:30:09,4/21/2022 17:20,Casi feliz: Mamá,2,8,SERIE,['Comedy'],es,4.2656,Poco visto
0:32:18,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Casi feliz: Temporada 2: Un río nos separa (episodio 7),0:32:18,4/21/2022 16:32,Casi feliz: Un río nos separa,2,7,SERIE,['Comedy'],es,4.2656,Poco visto
0:26:05,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Casi feliz: Temporada 2: Línea de 3 (episodio 6),0:26:05,4/21/2022 15:58,Casi feliz: Línea de 3,2,6,SERIE,['Comedy'],es,4.2656,Poco visto
0:27:55,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Casi feliz: Temporada 2: Happy Happy (episodio 5),0:27:55,4/21/2022 1:13,Casi feliz: Happy Happy,2,5,SERIE,['Comedy'],es,4.2656,Poco visto
0:17:53,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Casi feliz: Temporada 2: Beso (episodio 4),0:25:13,4/20/2022 1:15,Casi feliz: Beso,2,4,SERIE,['Comedy'],es,4.2656,Poco visto
0:07:20,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Casi feliz: Temporada 2: Beso (episodio 4),0:25:13,4/19/2022 20:39,Casi feliz: Beso,2,4,SERIE,['Comedy'],es,4.2656,Poco visto
0:22:36,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Casi feliz: Temporada 2: Actuar para vivir (episodio 3),0:22:36,4/19/2022 17:46,Casi feliz: Actuar para vivir,2,3,SERIE,['Comedy'],es,4.2656,Poco visto
0:29:09,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Casi feliz: Temporada 2: Dios mío (episodio 2),0:29:09,4/17/2022 23:37,Casi feliz: Dios mío,2,2,SERIE,['Comedy'],es,4.2656,Poco visto
0:26:03,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Casi feliz: Temporada 2: Permiso para volver (episodio 1),0:26:03,4/17/2022 20:46,Casi feliz: Permiso para volver,2,1,SERIE,['Comedy'],es,4.2656,Poco visto
0:00:01,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Casi feliz: Temporada 1: Episodio 1 (episodio 1),0:00:01,4/17/2022 15:59,Casi feliz,1,1,SERIE,['Comedy'],es,4.2656,Poco visto
1:52:22,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"tick, tick...BOOM!",1:52:30,4/17/2022 2:59,"tick, tick...BOOM!",,,FILM,"['Drama', 'Music']",en,5.5656,Poco visto
0:00:15,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,El practicante,0:00:15,4/17/2022 2:57,El practicante,,,FILM,"['Thriller', 'Drama', 'Crime']",es,3.3921,Poco visto
0:00:02,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bajocero,0:00:02,4/17/2022 2:55,Bajocero,,,FILM,"['Action', 'Crime', 'Thriller']",es,4.0032,Poco visto
0:00:03,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"tick, tick...BOOM!",1:52:30,4/17/2022 2:53,"tick, tick...BOOM!",,,FILM,"['Drama', 'Music']",en,5.5656,Poco visto
0:00:05,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,"tick, tick...BOOM!",1:52:30,4/17/2022 2:49,"tick, tick...BOOM!",,,FILM,"['Drama', 'Music']",en,5.5656,Poco visto
0:38:10,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Líneas eróticas: Temporada 1: Episodio 1 (episodio 1),0:46:22,4/16/2022 19:40,Líneas eróticas,1,1,SERIE,['Drama'],nl,2.4045,Poco visto
0:08:12,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Líneas eróticas: Temporada 1: Episodio 1 (episodio 1),0:46:22,4/16/2022 17:53,Líneas eróticas,1,1,SERIE,['Drama'],nl,2.4045,Poco visto
0:00:02,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 1: La brecha salarial racial (episodio 1),0:00:05,4/14/2022 20:28,En pocas palabras: La brecha salarial racial,1,1,SERIE,,,,
0:17:41,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 1: Edición genética (episodio 2),0:17:41,4/14/2022 20:10,En pocas palabras: Edición genética,1,2,SERIE,,en,22.2794,Moderadamente popular
0:14:19,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,En pocas palabras: Temporada 1: Por qué no funcionan las dietas (episodio 6),0:14:19,4/14/2022 19:53,En pocas palabras: Por qué no funcionan las dietas,1,6,SERIE,,en,22.2794,Moderadamente popular
0:14:49,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Los principios del placer: Miniserie: Nuestros cuerpos (episodio 1),0:14:49,4/9/2022 0:01,Los principios del placer,1,1,SERIE,['Documentary'],en,3.902,Poco visto
1:08:13,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bridgerton: Temporada 2: El vizconde que me amó (episodio 8),1:08:13,4/8/2022 22:30,Bridgerton: El vizconde que me amó,2,8,SERIE,['Drama'],en,135.4639,Muy popular
0:04:39,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Recursos Humanos: Temporada 1: El amor en los tiempos del posparto (episodio 5),0:10:13,4/5/2022 20:33,Recursos Humanos: El amor en los tiempos del posparto,1,5,SERIE,"['Comedy', 'Drama']",es,0.8391,Poco visto
0:00:56,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Preguntados: Temporada 1: Charlemos sobre pelis (episodio 1),0:09:01,4/3/2022 19:30,Preguntados: Charlemos sobre pelis,1,1,SERIE,,,,
0:08:05,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Preguntados: Temporada 1: Charlemos sobre pelis (episodio 1),0:09:01,4/3/2022 19:22,Preguntados: Charlemos sobre pelis,1,1,SERIE,,,,
0:55:03,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bridgerton: Temporada 2: Armonía (episodio 7),0:55:03,4/3/2022 16:15,Bridgerton: Armonía,2,7,SERIE,['Drama'],en,135.4639,Muy popular
0:17:43,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bridgerton: Temporada 2: La decisión (episodio 6),1:05:10,4/3/2022 15:46,Bridgerton: La decisión,2,6,SERIE,['Drama'],en,135.4639,Muy popular
0:47:27,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bridgerton: Temporada 2: La decisión (episodio 6),1:05:10,4/2/2022 18:11,Bridgerton: La decisión,2,6,SERIE,['Drama'],en,135.4639,Muy popular
0:55:04,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bridgerton: Temporada 2: Un destino inconcebible (episodio 5),0:55:04,4/2/2022 16:50,Bridgerton: Un destino inconcebible,2,5,SERIE,['Drama'],en,135.4639,Muy popular
0:54:31,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bridgerton: Temporada 2: Victoria (episodio 4),0:54:50,4/2/2022 14:22,Bridgerton: Victoria,2,4,SERIE,['Drama'],en,135.4639,Muy popular
0:21:08,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,La eterna confusión en la búsqueda del amor: Miniserie: Ray + ¿quién? = Amor (episodio 8),0:21:08,4/1/2022 20:38,La eterna confusión en la búsqueda del amor,1,8,SERIE,,,,
0:00:19,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bridgerton: Temporada 2: Victoria (episodio 4),0:54:50,4/1/2022 20:35,Bridgerton: Victoria,2,4,SERIE,['Drama'],en,135.4639,Muy popular
0:35:00,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bridgerton: Temporada 2: Obsesiones (episodio 3),1:04:27,4/1/2022 17:37,Bridgerton: Obsesiones,2,3,SERIE,['Drama'],en,135.4639,Muy popular
0:29:27,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bridgerton: Temporada 2: Obsesiones (episodio 3),1:04:27,4/1/2022 0:44,Bridgerton: Obsesiones,2,3,SERIE,['Drama'],en,135.4639,Muy popular
0:49:56,AR (Argentina),Samsung 2017 Kant-M UHD TV Smart TV,Bridgerton: Temporada 2: La carrera ya va a empezar (episodio 2),0:49:56,3/31/2022 23:46,Bridgerton: La carrera ya va a empezar,2,2,SERIE,['Drama'],en,135.4639,Muy popular
